"Prctr","Konto","Bezeichnung","Zeile Ergebnisplan","Bezeichnung","in PrCtrHW","PrCtrHW","Text","Auftrag","Jahr","GsBe","Ver","opChar","operationCharacter","Amt","Produktbereich"
"102000103","545100","Miete/Pacht/Erbbauz.","K11-160","16/54 Sonstige ordentliche Aufwendungen","-2653.80","EUR","","9203003","2022","299","8","5","expenditure","0200","0103"
"102000103","543180","Ausstattung bis 410E","K11-160","16/54 Sonstige ordentliche Aufwendungen","-31.85","EUR","","9203004","2022","299","8","5","expenditure","0200","0103"
"102000103","543190","Sonst. Geschäftsaufw","K11-160","16/54 Sonstige ordentliche Aufwendungen","-265.38","EUR","","9203004","2022","299","8","5","expenditure","0200","0103"
"102000103","542100","Ehrenamt./Sons. Tät.","K11-160","16/54 Sonstige ordentliche Aufwendungen","-5626.06","EUR","","9203005","2022","299","8","5","expenditure","0200","0103"
"102000103","543170","Bewirtungskosten","K11-160","16/54 Sonstige ordentliche Aufwendungen","-743.06","EUR","","9203005","2022","299","8","5","expenditure","0200","0103"
"102000103","543180","Ausstattung bis 410E","K11-160","16/54 Sonstige ordentliche Aufwendungen","-2653.80","EUR","","9203005","2022","299","8","5","expenditure","0200","0103"
"102000103","543190","Sonst. Geschäftsaufw","K11-160","16/54 Sonstige ordentliche Aufwendungen","-1592.28","EUR","","9203005","2022","299","8","5","expenditure","0200","0103"
"103001501","416110","Aufl.SoPo a.Zuw.Land","K11-020","02/41 Zuwendungen und allgemeine Umlagen","150.96","EUR","","9301000","2022","399","8","4","revenue","0300","1501"
"103001501","529100","Aufw. f. so. Dienstl","K11-130","13/52 Aufwendungen für Sach-/Dienstleistungen","-21900.00","EUR","","9301000","2022","399","8","5","expenditure","0300","1501"
"103001501","571140","AfA Betr.Geschausst.","K11-140","14/57 Bilanzielle Abschreibungen","-150.96","EUR","","9301000","2022","399","8","5","expenditure","0300","1501"
"103001501","416110","Aufl.SoPo a.Zuw.Land","K11-020","02/41 Zuwendungen und allgemeine Umlagen","195.28","EUR","","9301001","2022","399","8","4","revenue","0300","1501"
"103001501","529100","Aufw. f. so. Dienstl","K11-130","13/52 Aufwendungen für Sach-/Dienstleistungen","-6369.12","EUR","","9301001","2022","399","8","5","expenditure","0300","1501"
"103001501","531800","Aufw. Zusch. übr. B.","K11-150","15/53 Transferaufwendungen","-161500.00","EUR","","9301001","2022","399","8","5","expenditure","0300","1501"
"103001501","541130","Reisekosten","K11-160","16/54 Sonstige ordentliche Aufwendungen","-7749.10","EUR","","9301001","2022","399","8","5","expenditure","0300","1501"
"103001501","542900","Aufw.Inan.Rechte/Di.","K11-160","16/54 Sonstige ordentliche Aufwendungen","-424.61","EUR","","9301001","2022","399","8","5","expenditure","0300","1501"
"103001501","543120","Zeitungen u. Fachlit","K11-160","16/54 Sonstige ordentliche Aufwendungen","-1316.00","EUR","","9301001","2022","399","8","5","expenditure","0300","1501"
"103001501","543130","Telekommunik. Leist.","K11-160","16/54 Sonstige ordentliche Aufwendungen","-1910.74","EUR","","9301001","2022","399","8","5","expenditure","0300","1501"
"103001501","543170","Bewirtungskosten","K11-160","16/54 Sonstige ordentliche Aufwendungen","-1061.52","EUR","","9301001","2022","399","8","5","expenditure","0300","1501"
"103001501","543180","Ausstattung bis 410E","K11-160","16/54 Sonstige ordentliche Aufwendungen","-2123.04","EUR","","9301001","2022","399","8","5","expenditure","0300","1501"
"103001501","543190","Sonst. Geschäftsaufw","K11-160","16/54 Sonstige ordentliche Aufwendungen","-849.22","EUR","","9301001","2022","399","8","5","expenditure","0300","1501"
"103001501","545100","Miete/Pacht/Erbbauz.","K11-160","16/54 Sonstige ordentliche Aufwendungen","-1592.28","EUR","","9301001","2022","399","8","5","expenditure","0300","1501"
"103001501","571140","AfA Betr.Geschausst.","K11-140","14/57 Bilanzielle Abschreibungen","-196.84","EUR","","9301001","2022","399","8","5","expenditure","0300","1501"
"102000103","529100","Aufw. f. so. Dienstl","K11-130","13/52 Aufwendungen für Sach-/Dienstleistungen","-31951.76","EUR","","9203001","2022","299","8","5","expenditure","0200","0103"
"102000103","541130","Reisekosten","K11-160","16/54 Sonstige ordentliche Aufwendungen","-849.22","EUR","","9203001","2022","299","8","5","expenditure","0200","0103"
"102000103","543120","Zeitungen u. Fachlit","K11-160","16/54 Sonstige ordentliche Aufwendungen","-21.23","EUR","","9203001","2022","299","8","5","expenditure","0200","0103"
"102000103","543130","Telekommunik. Leist.","K11-160","16/54 Sonstige ordentliche Aufwendungen","-636.91","EUR","","9203001","2022","299","8","5","expenditure","0200","0103"
"102000103","543160","So. Verbrauchsmat.","K11-160","16/54 Sonstige ordentliche Aufwendungen","-6369.12","EUR","","9203001","2022","299","8","5","expenditure","0200","0103"
"102000103","543170","Bewirtungskosten","K11-160","16/54 Sonstige ordentliche Aufwendungen","-4246.08","EUR","","9203001","2022","299","8","5","expenditure","0200","0103"
"102000103","543180","Ausstattung bis 410E","K11-160","16/54 Sonstige ordentliche Aufwendungen","-721.83","EUR","","9203001","2022","299","8","5","expenditure","0200","0103"
"102000103","543190","Sonst. Geschäftsaufw","K11-160","16/54 Sonstige ordentliche Aufwendungen","-849.22","EUR","","9203001","2022","299","8","5","expenditure","0200","0103"
"102000103","529100","Aufw. f. so. Dienstl","K11-130","13/52 Aufwendungen für Sach-/Dienstleistungen","-19838.59","EUR","","9203002","2022","299","8","5","expenditure","0200","0103"
"102000103","541160","Dienst u.Schutzklei.","K11-160","16/54 Sonstige ordentliche Aufwendungen","-116.77","EUR","","9203002","2022","299","8","5","expenditure","0200","0103"
"102000103","543110","Büromaterial","K11-160","16/54 Sonstige ordentliche Aufwendungen","-212.30","EUR","","9203002","2022","299","8","5","expenditure","0200","0103"
"102000103","543120","Zeitungen u. Fachlit","K11-160","16/54 Sonstige ordentliche Aufwendungen","-53.08","EUR","","9203002","2022","299","8","5","expenditure","0200","0103"
"102000103","543130","Telekommunik. Leist.","K11-160","16/54 Sonstige ordentliche Aufwendungen","-1698.43","EUR","","9203002","2022","299","8","5","expenditure","0200","0103"
"102000103","543160","So. Verbrauchsmat.","K11-160","16/54 Sonstige ordentliche Aufwendungen","-212.30","EUR","","9203002","2022","299","8","5","expenditure","0200","0103"
"102000103","543170","Bewirtungskosten","K11-160","16/54 Sonstige ordentliche Aufwendungen","-955.37","EUR","","9203002","2022","299","8","5","expenditure","0200","0103"
"102000103","543180","Ausstattung bis 410E","K11-160","16/54 Sonstige ordentliche Aufwendungen","-1188.90","EUR","","9203002","2022","299","8","5","expenditure","0200","0103"
"102000103","543190","Sonst. Geschäftsaufw","K11-160","16/54 Sonstige ordentliche Aufwendungen","-1061.52","EUR","","9203002","2022","299","8","5","expenditure","0200","0103"
"102000103","503900","Beiträge SV so. B.","K11-110","11/50 Personalaufwendungen","-955.37","EUR","","9203003","2022","299","8","5","expenditure","0200","0103"
"102000103","529100","Aufw. f. so. Dienstl","K11-130","13/52 Aufwendungen für Sach-/Dienstleistungen","-18618.00","EUR","","9203003","2022","299","8","5","expenditure","0200","0103"
"102000103","541130","Reisekosten","K11-160","16/54 Sonstige ordentliche Aufwendungen","-3184.56","EUR","","9203003","2022","299","8","5","expenditure","0200","0103"
"102000103","543120","Zeitungen u. Fachlit","K11-160","16/54 Sonstige ordentliche Aufwendungen","-248.00","EUR","","9203003","2022","299","8","5","expenditure","0200","0103"
"102000103","543160","So. Verbrauchsmat.","K11-160","16/54 Sonstige ordentliche Aufwendungen","-53.08","EUR","","9203003","2022","299","8","5","expenditure","0200","0103"
"102000103","543180","Ausstattung bis 410E","K11-160","16/54 Sonstige ordentliche Aufwendungen","-424.61","EUR","","9203003","2022","299","8","5","expenditure","0200","0103"
"103001501","414200","Zuweisungen von Gem.","K11-020","02/41 Zuwendungen und allgemeine Umlagen","2500.00","EUR","","9301002","2022","399","8","4","revenue","0300","1501"
"103001501","414700","Zusch. priv. Untern.","K11-020","02/41 Zuwendungen und allgemeine Umlagen","1500.00","EUR","","9301008","2022","399","8","4","revenue","0300","1501"
"103001501","529100","Aufw. f. so. Dienstl","K11-130","13/52 Aufwendungen für Sach-/Dienstleistungen","-7961.40","EUR","","9301008","2022","399","8","5","expenditure","0300","1501"
"103001501","543170","Bewirtungskosten","K11-160","16/54 Sonstige ordentliche Aufwendungen","-4246.08","EUR","","9301008","2022","399","8","5","expenditure","0300","1501"
"103001501","416110","Aufl.SoPo a.Zuw.Land","K11-020","02/41 Zuwendungen und allgemeine Umlagen","174.47","EUR","","9301010","2022","399","8","4","revenue","0300","1501"
"103001501","571140","AfA Betr.Geschausst.","K11-140","14/57 Bilanzielle Abschreibungen","-174.47","EUR","","9301010","2022","399","8","5","expenditure","0300","1501"
"103001501","529100","Aufw. f. so. Dienstl","K11-130","13/52 Aufwendungen für Sach-/Dienstleistungen","-3184.56","EUR","","9301012","2022","399","8","5","expenditure","0300","1501"
"103001501","541130","Reisekosten","K11-160","16/54 Sonstige ordentliche Aufwendungen","-3184.56","EUR","","9301012","2022","399","8","5","expenditure","0300","1501"
"103001501","543151","Presse-/Öff.arbeit","K11-160","16/54 Sonstige ordentliche Aufwendungen","-5307.60","EUR","","9301012","2022","399","8","5","expenditure","0300","1501"
"103001501","544112","Mitgliedsbeiträge","K11-160","16/54 Sonstige ordentliche Aufwendungen","-30884.89","EUR","","9301012","2022","399","8","5","expenditure","0300","1501"
"103001501","529100","Aufw. f. so. Dienstl","K11-130","13/52 Aufwendungen für Sach-/Dienstleistungen","-602.90","EUR","","9301013","2022","399","8","5","expenditure","0300","1501"
"103001501","541130","Reisekosten","K11-160","16/54 Sonstige ordentliche Aufwendungen","-246.08","EUR","","9301013","2022","399","8","5","expenditure","0300","1501"
"103001501","543190","Sonst. Geschäftsaufw","K11-160","16/54 Sonstige ordentliche Aufwendungen","-2246.08","EUR","","9301013","2022","399","8","5","expenditure","0300","1501"
"103001501","545100","Miete/Pacht/Erbbauz.","K11-160","16/54 Sonstige ordentliche Aufwendungen","-2123.04","EUR","","9301013","2022","399","8","5","expenditure","0300","1501"
"103001501","529100","Aufw. f. so. Dienstl","K11-130","13/52 Aufwendungen für Sach-/Dienstleistungen","-5307.60","EUR","","9301014","2022","399","8","5","expenditure","0300","1501"
"103001501","446100","So. priv-r. Leist.e.","K11-050","05/44 Privatrechtliche Leistungsentgelte","32900.00","EUR","","9301100","2022","311","8","4","revenue","0300","1501"
"103001501","458910","Ertr.unentgeltlLeist","K11-070","07/45 Sonstige ordentliche Erträge","60000.00","EUR","","9301100","2022","311","8","4","revenue","0300","1501"
"103001501","529100","Aufw. f. so. Dienstl","K11-130","13/52 Aufwendungen für Sach-/Dienstleistungen","-36834.75","EUR","","9301100","2022","311","8","5","expenditure","0300","1501"
"103001501","549162","Umsatzstaufw.Sachzuw","K11-160","16/54 Sonstige ordentliche Aufwendungen","-9553.68","EUR","","9301100","2022","311","8","5","expenditure","0300","1501"
"103001501","549163","Aufw.unentgeltlLeist","K11-160","16/54 Sonstige ordentliche Aufwendungen","-60000.00","EUR","","9301100","2022","311","8","5","expenditure","0300","1501"
"103001501","448200","Erstatt. von Gemein.","K11-060","06/41 Kostenerstattungen/-umlagen","71008.00","EUR","","9301101","2022","311","8","4","revenue","0300","1501"
"103001501","448700","Erstatt. v. priv. U.","K11-060","06/41 Kostenerstattungen/-umlagen","72689.00","EUR","","9301101","2022","311","8","4","revenue","0300","1501"
"103001501","529100","Aufw. f. so. Dienstl","K11-130","13/52 Aufwendungen für Sach-/Dienstleistungen","-57414.05","EUR","","9301101","2022","311","8","5","expenditure","0300","1501"
"103001501","541130","Reisekosten","K11-160","16/54 Sonstige ordentliche Aufwendungen","-2854.00","EUR","","9301101","2022","311","8","5","expenditure","0300","1501"
"103001501","414700","Zusch. priv. Untern.","K11-020","02/41 Zuwendungen und allgemeine Umlagen","2500.00","EUR","","9301002","2022","399","8","4","revenue","0300","1501"
"103001501","529100","Aufw. f. so. Dienstl","K11-130","13/52 Aufwendungen für Sach-/Dienstleistungen","-10615.20","EUR","","9301002","2022","399","8","5","expenditure","0300","1501"
"103001501","541130","Reisekosten","K11-160","16/54 Sonstige ordentliche Aufwendungen","-530.76","EUR","","9301003","2022","399","8","5","expenditure","0300","1501"
"103001501","543170","Bewirtungskosten","K11-160","16/54 Sonstige ordentliche Aufwendungen","-1910.74","EUR","","9301003","2022","399","8","5","expenditure","0300","1501"
"103001501","544112","Mitgliedsbeiträge","K11-160","16/54 Sonstige ordentliche Aufwendungen","-5000.00","EUR","","9301003","2022","399","8","5","expenditure","0300","1501"
"103001501","529100","Aufw. f. so. Dienstl","K11-130","13/52 Aufwendungen für Sach-/Dienstleistungen","-12861.28","EUR","","9301004","2022","399","8","5","expenditure","0300","1501"
"103001501","543150","Öff. Bekanntmachunge","K11-160","16/54 Sonstige ordentliche Aufwendungen","-424.61","EUR","","9301004","2022","399","8","5","expenditure","0300","1501"
"103001501","543151","Presse-/Öff.arbeit","K11-160","16/54 Sonstige ordentliche Aufwendungen","-743.06","EUR","","9301004","2022","399","8","5","expenditure","0300","1501"
"103001501","543160","So. Verbrauchsmat.","K11-160","16/54 Sonstige ordentliche Aufwendungen","-5413.75","EUR","","9301004","2022","399","8","5","expenditure","0300","1501"
"103001501","529100","Aufw. f. so. Dienstl","K11-130","13/52 Aufwendungen für Sach-/Dienstleistungen","-13090.47","EUR","","9301005","2022","399","8","5","expenditure","0300","1501"
"103001501","541130","Reisekosten","K11-160","16/54 Sonstige ordentliche Aufwendungen","-424.61","EUR","","9301005","2022","399","8","5","expenditure","0300","1501"
"103001501","543150","Öff. Bekanntmachunge","K11-160","16/54 Sonstige ordentliche Aufwendungen","-1307.60","EUR","","9301005","2022","399","8","5","expenditure","0300","1501"
"103001501","543151","Presse-/Öff.arbeit","K11-160","16/54 Sonstige ordentliche Aufwendungen","-530.76","EUR","","9301005","2022","399","8","5","expenditure","0300","1501"
"103001501","543160","So. Verbrauchsmat.","K11-160","16/54 Sonstige ordentliche Aufwendungen","-1061.52","EUR","","9301005","2022","399","8","5","expenditure","0300","1501"
"103001501","543170","Bewirtungskosten","K11-160","16/54 Sonstige ordentliche Aufwendungen","-6615.20","EUR","","9301005","2022","399","8","5","expenditure","0300","1501"
"103001501","543190","Sonst. Geschäftsaufw","K11-160","16/54 Sonstige ordentliche Aufwendungen","-4246.08","EUR","","9301005","2022","399","8","5","expenditure","0300","1501"
"103001501","544112","Mitgliedsbeiträge","K11-160","16/54 Sonstige ordentliche Aufwendungen","-3000.00","EUR","","9301005","2022","399","8","5","expenditure","0300","1501"
"103001501","545100","Miete/Pacht/Erbbauz.","K11-160","16/54 Sonstige ordentliche Aufwendungen","-776.84","EUR","","9301005","2022","399","8","5","expenditure","0300","1501"
"103001501","529100","Aufw. f. so. Dienstl","K11-130","13/52 Aufwendungen für Sach-/Dienstleistungen","-8115.20","EUR","","9301006","2022","399","8","5","expenditure","0300","1501"
"103001501","543150","Öff. Bekanntmachunge","K11-160","16/54 Sonstige ordentliche Aufwendungen","-3307.60","EUR","","9301006","2022","399","8","5","expenditure","0300","1501"
"103001501","543170","Bewirtungskosten","K11-160","16/54 Sonstige ordentliche Aufwendungen","-1167.67","EUR","","9301006","2022","399","8","5","expenditure","0300","1501"
"103001501","543180","Ausstattung bis 410E","K11-160","16/54 Sonstige ordentliche Aufwendungen","-1273.82","EUR","","9301006","2022","399","8","5","expenditure","0300","1501"
"103001501","543190","Sonst. Geschäftsaufw","K11-160","16/54 Sonstige ordentliche Aufwendungen","-352.23","EUR","","9301006","2022","399","8","5","expenditure","0300","1501"
"190400412","414700","Zusch. priv. Untern.","K11-020","02/41 Zuwendungen und allgemeine Umlagen","100.00","EUR","","9040401","2022","4999","8","4","revenue","9040","0412"
"190400412","501900","Aufw. sonst. Besch.","K11-110","11/50 Personalaufwendungen","-6369.12","EUR","","9040401","2022","4999","8","5","expenditure","9040","0412"
"190400412","503900","Beiträge SV so. B.","K11-110","11/50 Personalaufwendungen","-106.15","EUR","","9040401","2022","4999","8","5","expenditure","9040","0412"
"190400412","524140","Bewirts-aufw.: Strom","K11-130","13/52 Aufwendungen für Sach-/Dienstleistungen","-1592.28","EUR","","9040401","2022","4999","8","5","expenditure","9040","0412"
"190400412","524150","Bewirt-aufw.: Wasser","K11-130","13/52 Aufwendungen für Sach-/Dienstleistungen","-743.06","EUR","","9040401","2022","4999","8","5","expenditure","9040","0412"
"190400412","529100","Aufw. f. so. Dienstl","K11-130","13/52 Aufwendungen für Sach-/Dienstleistungen","-52850.71","EUR","","9040401","2022","4999","8","5","expenditure","9040","0412"
"190400412","542900","Aufw.Inan.Rechte/Di.","K11-160","16/54 Sonstige ordentliche Aufwendungen","-9553.68","EUR","","9040401","2022","4999","8","5","expenditure","9040","0412"
"190400412","543151","Presse-/Öff.arbeit","K11-160","16/54 Sonstige ordentliche Aufwendungen","-2123.04","EUR","","9040401","2022","4999","8","5","expenditure","9040","0412"
"190400412","543160","So. Verbrauchsmat.","K11-160","16/54 Sonstige ordentliche Aufwendungen","-955.37","EUR","","9040401","2022","4999","8","5","expenditure","9040","0412"
"190400412","543170","Bewirtungskosten","K11-160","16/54 Sonstige ordentliche Aufwendungen","-2866.10","EUR","","9040401","2022","4999","8","5","expenditure","9040","0412"
"190400412","543180","Ausstattung bis 410E","K11-160","16/54 Sonstige ordentliche Aufwendungen","-636.91","EUR","","9040401","2022","4999","8","5","expenditure","9040","0412"
"190400412","543190","Sonst. Geschäftsaufw","K11-160","16/54 Sonstige ordentliche Aufwendungen","-3636.66","EUR","","9040401","2022","4999","8","5","expenditure","9040","0412"
"190400412","545100","Miete/Pacht/Erbbauz.","K11-160","16/54 Sonstige ordentliche Aufwendungen","-3715.32","EUR","","9040401","2022","4999","8","5","expenditure","9040","0412"
"190400412","531200","Aufw. Zuw. Gemeinden","K11-150","15/53 Transferaufwendungen","-60000.00","EUR","","9040402","2022","4999","8","5","expenditure","9040","0412"
"190400412","541130","Reisekosten","K11-160","16/54 Sonstige ordentliche Aufwendungen","-1910.74","EUR","","9040402","2022","4999","8","5","expenditure","9040","0412"
"190400412","543170","Bewirtungskosten","K11-160","16/54 Sonstige ordentliche Aufwendungen","-106.15","EUR","","9040402","2022","4999","8","5","expenditure","9040","0412"
"190400412","501900","Aufw. sonst. Besch.","K11-110","11/50 Personalaufwendungen","-636.91","EUR","","9040403","2022","4999","8","5","expenditure","9040","0412"
"190400412","541130","Reisekosten","K11-160","16/54 Sonstige ordentliche Aufwendungen","-636.91","EUR","","9040403","2022","4999","8","5","expenditure","9040","0412"
"190400412","542900","Aufw.Inan.Rechte/Di.","K11-160","16/54 Sonstige ordentliche Aufwendungen","-318.46","EUR","","9040403","2022","4999","8","5","expenditure","9040","0412"
"190400412","543151","Presse-/Öff.arbeit","K11-160","16/54 Sonstige ordentliche Aufwendungen","-1061.52","EUR","","9040403","2022","4999","8","5","expenditure","9040","0412"
"190400412","543160","So. Verbrauchsmat.","K11-160","16/54 Sonstige ordentliche Aufwendungen","-212.30","EUR","","9040403","2022","4999","8","5","expenditure","9040","0412"
"190400412","543170","Bewirtungskosten","K11-160","16/54 Sonstige ordentliche Aufwendungen","-1061.52","EUR","","9040403","2022","4999","8","5","expenditure","9040","0412"
"190400412","543180","Ausstattung bis 410E","K11-160","16/54 Sonstige ordentliche Aufwendungen","-212.30","EUR","","9040403","2022","4999","8","5","expenditure","9040","0412"
"168001303","521110","Unterh.Grundst,Gebäu","K11-130","13/52 Aufwendungen für Sach-/Dienstleistungen","-42600.00","EUR","","6890007","2022","6899","8","5","expenditure","6800","1303"
"168001303","524120","Bewirts-aufw.: Gas","K11-130","13/52 Aufwendungen für Sach-/Dienstleistungen","-7000.00","EUR","","6890007","2022","6899","8","5","expenditure","6800","1303"
"168001303","571110","Abschr.a.Geb,Betrvor","K11-140","14/57 Bilanzielle Abschreibungen","-156.88","EUR","","6892299","2022","6899","8","5","expenditure","6800","1303"
"170001208","531500","Aufw. Zusch. v.U/B/S","K11-150","15/53 Transferaufwendungen","-5870523.24","EUR","","7030100","2022","7099","8","5","expenditure","7000","1208"
"170001208","531500","Aufw. Zusch. v.U/B/S","K11-150","15/53 Transferaufwendungen","-725570.29","EUR","","7039002","2022","7099","8","5","expenditure","7000","1208"
"170001208","531500","Aufw. Zusch. v.U/B/S","K11-150","15/53 Transferaufwendungen","-984462.38","EUR","","7039003","2022","7099","8","5","expenditure","7000","1208"
"190001507","441100","Ertr. Mieten/Pachten","K11-050","05/44 Privatrechtliche Leistungsentgelte","17472.00","EUR","","9000083","2022","8699","8","4","revenue","9000","1507"
"190000104","531800","Aufw. Zusch. übr. B.","K11-150","15/53 Transferaufwendungen","-45000.00","EUR","","9001041","2022","999","8","5","expenditure","9000","0104"
"190000104","416110","Aufl.SoPo a.Zuw.Land","K11-020","02/41 Zuwendungen und allgemeine Umlagen","65.00","EUR","","9001042","2022","999","8","4","revenue","9000","0104"
"190000104","501900","Aufw. sonst. Besch.","K11-110","11/50 Personalaufwendungen","-30900.00","EUR","","9001042","2022","999","8","5","expenditure","9000","0104"
"190000104","541120","Aus u.Fortbild,Umsch","K11-160","16/54 Sonstige ordentliche Aufwendungen","-1130.32","EUR","","9001042","2022","999","8","5","expenditure","9000","0104"
"190000104","541130","Reisekosten","K11-160","16/54 Sonstige ordentliche Aufwendungen","-1382.08","EUR","","9001042","2022","999","8","5","expenditure","9000","0104"
"190000104","543120","Zeitungen u. Fachlit","K11-160","16/54 Sonstige ordentliche Aufwendungen","-2543.31","EUR","","9001042","2022","999","8","5","expenditure","9000","0104"
"190000104","543151","Presse-/Öff.arbeit","K11-160","16/54 Sonstige ordentliche Aufwendungen","-2528.81","EUR","","9001042","2022","999","8","5","expenditure","9000","0104"
"190000104","543160","So. Verbrauchsmat.","K11-160","16/54 Sonstige ordentliche Aufwendungen","-1140.65","EUR","","9001042","2022","999","8","5","expenditure","9000","0104"
"190000104","543170","Bewirtungskosten","K11-160","16/54 Sonstige ordentliche Aufwendungen","-2196.38","EUR","","9001042","2022","999","8","5","expenditure","9000","0104"
"190000104","543180","Ausstattung bis 410E","K11-160","16/54 Sonstige ordentliche Aufwendungen","-1215.90","EUR","","9001042","2022","999","8","5","expenditure","9000","0104"
"190000104","543190","Sonst. Geschäftsaufw","K11-160","16/54 Sonstige ordentliche Aufwendungen","-435.96","EUR","","9001042","2022","999","8","5","expenditure","9000","0104"
"190000104","545100","Miete/Pacht/Erbbauz.","K11-160","16/54 Sonstige ordentliche Aufwendungen","-513.50","EUR","","9001042","2022","999","8","5","expenditure","9000","0104"
"190000104","571140","AfA Betr.Geschausst.","K11-140","14/57 Bilanzielle Abschreibungen","-65.00","EUR","","9001042","2022","999","8","5","expenditure","9000","0104"
"190000104","501900","Aufw. sonst. Besch.","K11-110","11/50 Personalaufwendungen","-10000.00","EUR","","9001043","2022","999","8","5","expenditure","9000","0104"
"190000104","531800","Aufw. Zusch. übr. B.","K11-150","15/53 Transferaufwendungen","-50000.00","EUR","","9001043","2022","999","8","5","expenditure","9000","0104"
"190400412","414200","Zuweisungen von Gem.","K11-020","02/41 Zuwendungen und allgemeine Umlagen","26000.00","EUR","","9040401","2022","4999","8","4","revenue","9040","0412"
"190400412","544112","Mitgliedsbeiträge","K11-160","16/54 Sonstige ordentliche Aufwendungen","-550.00","EUR","","9040403","2022","4999","8","5","expenditure","9040","0412"
"101000102","528000","Transportdienste","K11-130","13/52 Aufwendungen für Sach-/Dienstleistungen","-265.38","EUR","","9101030","2022","199","8","5","expenditure","0100","0102"
"101000102","529100","Aufw. f. so. Dienstl","K11-130","13/52 Aufwendungen für Sach-/Dienstleistungen","-9405.73","EUR","","9101030","2022","199","8","5","expenditure","0100","0102"
"101000102","531800","Aufw. Zusch. übr. B.","K11-150","15/53 Transferaufwendungen","-100.00","EUR","","9101030","2022","199","8","5","expenditure","0100","0102"
"101000102","541130","Reisekosten","K11-160","16/54 Sonstige ordentliche Aufwendungen","-3184.56","EUR","","9101030","2022","199","8","5","expenditure","0100","0102"
"101000102","542100","Ehrenamt./Sons. Tät.","K11-160","16/54 Sonstige ordentliche Aufwendungen","-212.30","EUR","","9101030","2022","199","8","5","expenditure","0100","0102"
"101000102","542900","Aufw.Inan.Rechte/Di.","K11-160","16/54 Sonstige ordentliche Aufwendungen","-212.30","EUR","","9101030","2022","199","8","5","expenditure","0100","0102"
"101000102","543110","Büromaterial","K11-160","16/54 Sonstige ordentliche Aufwendungen","-53.08","EUR","","9101030","2022","199","8","5","expenditure","0100","0102"
"101000102","543130","Telekommunik. Leist.","K11-160","16/54 Sonstige ordentliche Aufwendungen","-106.15","EUR","","9101030","2022","199","8","5","expenditure","0100","0102"
"101000102","543140","Porto u. Versandkost","K11-160","16/54 Sonstige ordentliche Aufwendungen","-106.15","EUR","","9101030","2022","199","8","5","expenditure","0100","0102"
"101000102","543160","So. Verbrauchsmat.","K11-160","16/54 Sonstige ordentliche Aufwendungen","-530.76","EUR","","9101030","2022","199","8","5","expenditure","0100","0102"
"101000102","543170","Bewirtungskosten","K11-160","16/54 Sonstige ordentliche Aufwendungen","-530.76","EUR","","9101030","2022","199","8","5","expenditure","0100","0102"
"101000102","543180","Ausstattung bis 410E","K11-160","16/54 Sonstige ordentliche Aufwendungen","-1804.58","EUR","","9101030","2022","199","8","5","expenditure","0100","0102"
"101000102","543190","Sonst. Geschäftsaufw","K11-160","16/54 Sonstige ordentliche Aufwendungen","-9173.91","EUR","","9101030","2022","199","8","5","expenditure","0100","0102"
"101000102","544110","Versicherungsbeitr.","K11-160","16/54 Sonstige ordentliche Aufwendungen","-530.76","EUR","","9101030","2022","199","8","5","expenditure","0100","0102"
"101000102","571140","AfA Betr.Geschausst.","K11-140","14/57 Bilanzielle Abschreibungen","-172.97","EUR","","9101030","2022","199","8","5","expenditure","0100","0102"
"101000102","529100","Aufw. f. so. Dienstl","K11-130","13/52 Aufwendungen für Sach-/Dienstleistungen","-82206.76","EUR","","9101031","2022","199","8","5","expenditure","0100","0102"
"101000102","543190","Sonst. Geschäftsaufw","K11-160","16/54 Sonstige ordentliche Aufwendungen","-43246.54","EUR","","9101031","2022","199","8","5","expenditure","0100","0102"
"101000102","531800","Aufw. Zusch. übr. B.","K11-150","15/53 Transferaufwendungen","-25000.00","EUR","","9101037","2022","199","8","5","expenditure","0100","0102"
"101000102","529100","Aufw. f. so. Dienstl","K11-130","13/52 Aufwendungen für Sach-/Dienstleistungen","-3715.32","EUR","","9101039","2022","199","8","5","expenditure","0100","0102"
"101000102","543170","Bewirtungskosten","K11-160","16/54 Sonstige ordentliche Aufwendungen","-530.76","EUR","","9101039","2022","199","8","5","expenditure","0100","0102"
"101000102","543190","Sonst. Geschäftsaufw","K11-160","16/54 Sonstige ordentliche Aufwendungen","-1061.52","EUR","","9101039","2022","199","8","5","expenditure","0100","0102"
"101000102","529100","Aufw. f. so. Dienstl","K11-130","13/52 Aufwendungen für Sach-/Dienstleistungen","-1061.52","EUR","","9101043","2022","199","8","5","expenditure","0100","0102"
"101000102","543190","Sonst. Geschäftsaufw","K11-160","16/54 Sonstige ordentliche Aufwendungen","-4246.08","EUR","","9101043","2022","199","8","5","expenditure","0100","0102"
"101000102","544112","Mitgliedsbeiträge","K11-160","16/54 Sonstige ordentliche Aufwendungen","-22291.92","EUR","","9101016","2022","199","8","5","expenditure","0100","0102"
"101000102","501900","Aufw. sonst. Besch.","K11-110","11/50 Personalaufwendungen","-100.00","EUR","","9101017","2022","199","8","5","expenditure","0100","0102"
"101000102","528000","Transportdienste","K11-130","13/52 Aufwendungen für Sach-/Dienstleistungen","-318.46","EUR","","9101017","2022","199","8","5","expenditure","0100","0102"
