"Prctr","Konto","Bezeichnung","Zeile Ergebnisplan","Bezeichnung","in PrCtrHW","PrCtrHW","Text","PSP-Element","Jahr","GsBe","Ver","opChar","operationCharacter","Amt","Produktbereich"
"140000306","543190","Sonst. Geschäftsaufw","K11-160","16/54 Sonstige ordentliche Aufwendungen","-800.00","EUR","","1.40.00.03.06.01","2022","4099","8","5","expenditure","4000","0306"
"140000306","545100","Miete/Pacht/Erbbauz.","K11-160","16/54 Sonstige ordentliche Aufwendungen","-6000.00","EUR","","1.40.00.03.06.01","2022","4099","8","5","expenditure","4000","0306"
"140000306","571140","AfA Betr.Geschausst.","K11-140","14/57 Bilanzielle Abschreibungen","-35611.09","EUR","","1.40.00.03.06.01","2022","4099","8","5","expenditure","4000","0306"
"140000307","414100","Zuweisungen vom Land","K11-020","02/41 Zuwendungen und allgemeine Umlagen","21000.00","EUR","","1.40.00.03.07.01","2022","4099","8","4","revenue","4000","0307"
"140000307","416110","Aufl.SoPo a.Zuw.Land","K11-020","02/41 Zuwendungen und allgemeine Umlagen","120000.00","EUR","","1.40.00.03.07.01","2022","4099","8","4","revenue","4000","0307"
"140000307","441100","Ertr. Mieten/Pachten","K11-050","05/44 Privatrechtliche Leistungsentgelte","75000.00","EUR","","1.40.00.03.07.01","2022","4099","8","4","revenue","4000","0307"
"140000307","446100","So. priv-r. Leist.e.","K11-050","05/44 Privatrechtliche Leistungsentgelte","88700.00","EUR","","1.40.00.03.07.01","2022","4099","8","4","revenue","4000","0307"
"140000307","448200","Erstatt. von Gemein.","K11-060","06/41 Kostenerstattungen/-umlagen","2500.00","EUR","","1.40.00.03.07.01","2022","4099","8","4","revenue","4000","0307"
"140000307","448800","Erstatt. von übr. B.","K11-060","06/41 Kostenerstattungen/-umlagen","5000.00","EUR","","1.40.00.03.07.01","2022","4099","8","4","revenue","4000","0307"
"140000307","459100","And.s.ordent.Erträge","K11-070","07/45 Sonstige ordentliche Erträge","50.00","EUR","","1.40.00.03.07.01","2022","4099","8","4","revenue","4000","0307"
"140000307","469100","Ertr.a.Gewabfüvertr.","K11-190","19/46 Finanzerträge","11660.00","EUR","","1.40.00.03.07.01","2022","4099","8","4","revenue","4000","0307"
"140000307","525500","Unterh.son.bew.Verm.","K11-130","13/52 Aufwendungen für Sach-/Dienstleistungen","-35000.00","EUR","","1.40.00.03.07.01","2022","4099","8","5","expenditure","4000","0307"
"140000307","527110","Lernmittel LernFreiG","K11-130","13/52 Aufwendungen für Sach-/Dienstleistungen","-260000.00","EUR","","1.40.00.03.07.01","2022","4099","8","5","expenditure","4000","0307"
"140000307","527130","Wartung/Pfle.v.Softw","K11-130","13/52 Aufwendungen für Sach-/Dienstleistungen","-7000.00","EUR","","1.40.00.03.07.01","2022","4099","8","5","expenditure","4000","0307"
"140000307","528000","Transportdienste","K11-130","13/52 Aufwendungen für Sach-/Dienstleistungen","-1000.00","EUR","","1.40.00.03.07.01","2022","4099","8","5","expenditure","4000","0307"
"140000307","528010","Entsorgungskosten","K11-130","13/52 Aufwendungen für Sach-/Dienstleistungen","-5000.00","EUR","","1.40.00.03.07.01","2022","4099","8","5","expenditure","4000","0307"
"140000307","531800","Aufw. Zusch. übr. B.","K11-150","15/53 Transferaufwendungen","-21000.00","EUR","","1.40.00.03.07.01","2022","4099","8","5","expenditure","4000","0307"
"140000307","541160","Dienst u.Schutzklei.","K11-160","16/54 Sonstige ordentliche Aufwendungen","-600.00","EUR","","1.40.00.03.07.01","2022","4099","8","5","expenditure","4000","0307"
"140000307","542900","Aufw.Inan.Rechte/Di.","K11-160","16/54 Sonstige ordentliche Aufwendungen","-14000.00","EUR","","1.40.00.03.07.01","2022","4099","8","5","expenditure","4000","0307"
"140000307","543120","Zeitungen u. Fachlit","K11-160","16/54 Sonstige ordentliche Aufwendungen","-16000.00","EUR","","1.40.00.03.07.01","2022","4099","8","5","expenditure","4000","0307"
"140000307","543160","So. Verbrauchsmat.","K11-160","16/54 Sonstige ordentliche Aufwendungen","-42500.00","EUR","","1.40.00.03.07.01","2022","4099","8","5","expenditure","4000","0307"
"140000307","543165","Lebensmittelzutaten","K11-160","16/54 Sonstige ordentliche Aufwendungen","-90750.00","EUR","","1.40.00.03.07.01","2022","4099","8","5","expenditure","4000","0307"
"140000307","543180","Ausstattung bis 410E","K11-160","16/54 Sonstige ordentliche Aufwendungen","-30000.00","EUR","","1.40.00.03.07.01","2022","4099","8","5","expenditure","4000","0307"
"140000307","543190","Sonst. Geschäftsaufw","K11-160","16/54 Sonstige ordentliche Aufwendungen","-677.78","EUR","","1.40.00.03.07.01","2022","4099","8","5","expenditure","4000","0307"
"140000307","545100","Miete/Pacht/Erbbauz.","K11-160","16/54 Sonstige ordentliche Aufwendungen","-18150.00","EUR","","1.40.00.03.07.01","2022","4099","8","5","expenditure","4000","0307"
"140000307","571140","AfA Betr.Geschausst.","K11-140","14/57 Bilanzielle Abschreibungen","-225805.59","EUR","","1.40.00.03.07.01","2022","4099","8","5","expenditure","4000","0307"
"140000308","414100","Zuweisungen vom Land","K11-020","02/41 Zuwendungen und allgemeine Umlagen","122055.12","EUR","","1.40.00.03.08.01","2022","4099","8","4","revenue","4000","0308"
"140000309","414100","Zuweisungen vom Land","K11-020","02/41 Zuwendungen und allgemeine Umlagen","480000.00","EUR","","1.40.00.03.09.01","2022","4099","8","4","revenue","4000","0309"
"140000309","501900","Aufw. sonst. Besch.","K11-110","11/50 Personalaufwendungen","-54200.00","EUR","","1.40.00.03.09.01","2022","4099","8","5","expenditure","4000","0309"
"140000309","529100","Aufw. f. so. Dienstl","K11-130","13/52 Aufwendungen für Sach-/Dienstleistungen","-7700.00","EUR","","1.40.00.03.09.01","2022","4099","8","5","expenditure","4000","0309"
"140000309","531800","Aufw. Zusch. übr. B.","K11-150","15/53 Transferaufwendungen","-520000.00","EUR","","1.40.00.03.09.01","2022","4099","8","5","expenditure","4000","0309"
"140000310","414100","Zuweisungen vom Land","K11-020","02/41 Zuwendungen und allgemeine Umlagen","1000.00","EUR","","1.40.00.03.10.01","2022","4099","8","4","revenue","4000","0310"
"140000310","414700","Zusch. priv. Untern.","K11-020","02/41 Zuwendungen und allgemeine Umlagen","1000.00","EUR","","1.40.00.03.10.01","2022","4099","8","4","revenue","4000","0310"
"140000310","416110","Aufl.SoPo a.Zuw.Land","K11-020","02/41 Zuwendungen und allgemeine Umlagen","32544.92","EUR","","1.40.00.03.10.01","2022","4099","8","4","revenue","4000","0310"
"140000310","431100","Verwaltungsgebühren","K11-040","04/43 Öffentlich-Rechtliche Leistungsentgelte","7000.00","EUR","","1.40.00.03.10.01","2022","4099","8","4","revenue","4000","0310"
"140000310","441100","Ertr. Mieten/Pachten","K11-050","05/44 Privatrechtliche Leistungsentgelte","6000.00","EUR","","1.40.00.03.10.01","2022","4099","8","4","revenue","4000","0310"
"140000305","459100","And.s.ordent.Erträge","K11-070","07/45 Sonstige ordentliche Erträge","50.00","EUR","","1.40.00.03.05.01","2022","4099","8","4","revenue","4000","0305"
"140000305","525500","Unterh.son.bew.Verm.","K11-130","13/52 Aufwendungen für Sach-/Dienstleistungen","-16000.00","EUR","","1.40.00.03.05.01","2022","4099","8","5","expenditure","4000","0305"
"140000305","527110","Lernmittel LernFreiG","K11-130","13/52 Aufwendungen für Sach-/Dienstleistungen","-175000.00","EUR","","1.40.00.03.05.01","2022","4099","8","5","expenditure","4000","0305"
"140000305","527130","Wartung/Pfle.v.Softw","K11-130","13/52 Aufwendungen für Sach-/Dienstleistungen","-4500.00","EUR","","1.40.00.03.05.01","2022","4099","8","5","expenditure","4000","0305"
"140000305","528000","Transportdienste","K11-130","13/52 Aufwendungen für Sach-/Dienstleistungen","-500.00","EUR","","1.40.00.03.05.01","2022","4099","8","5","expenditure","4000","0305"
"140000305","528010","Entsorgungskosten","K11-130","13/52 Aufwendungen für Sach-/Dienstleistungen","-7500.00","EUR","","1.40.00.03.05.01","2022","4099","8","5","expenditure","4000","0305"
"140000305","529120","Lebensm.zub/Catering","K11-130","13/52 Aufwendungen für Sach-/Dienstleistungen","-176000.00","EUR","","1.40.00.03.05.01","2022","4099","8","5","expenditure","4000","0305"
"140000305","531800","Aufw. Zusch. übr. B.","K11-150","15/53 Transferaufwendungen","-17000.00","EUR","","1.40.00.03.05.01","2022","4099","8","5","expenditure","4000","0305"
"140000305","542900","Aufw.Inan.Rechte/Di.","K11-160","16/54 Sonstige ordentliche Aufwendungen","-8000.00","EUR","","1.40.00.03.05.01","2022","4099","8","5","expenditure","4000","0305"
"140000305","543120","Zeitungen u. Fachlit","K11-160","16/54 Sonstige ordentliche Aufwendungen","-8000.00","EUR","","1.40.00.03.05.01","2022","4099","8","5","expenditure","4000","0305"
"140000305","543130","Telekommunik. Leist.","K11-160","16/54 Sonstige ordentliche Aufwendungen","-1000.00","EUR","","1.40.00.03.05.01","2022","4099","8","5","expenditure","4000","0305"
"140000305","543160","So. Verbrauchsmat.","K11-160","16/54 Sonstige ordentliche Aufwendungen","-28000.00","EUR","","1.40.00.03.05.01","2022","4099","8","5","expenditure","4000","0305"
"140000305","543165","Lebensmittelzutaten","K11-160","16/54 Sonstige ordentliche Aufwendungen","-15000.00","EUR","","1.40.00.03.05.01","2022","4099","8","5","expenditure","4000","0305"
"140000305","543180","Ausstattung bis 410E","K11-160","16/54 Sonstige ordentliche Aufwendungen","-141000.00","EUR","","1.40.00.03.05.01","2022","4099","8","5","expenditure","4000","0305"
"140000305","543190","Sonst. Geschäftsaufw","K11-160","16/54 Sonstige ordentliche Aufwendungen","-900.00","EUR","","1.40.00.03.05.01","2022","4099","8","5","expenditure","4000","0305"
"140000305","545100","Miete/Pacht/Erbbauz.","K11-160","16/54 Sonstige ordentliche Aufwendungen","-19000.00","EUR","","1.40.00.03.05.01","2022","4099","8","5","expenditure","4000","0305"
"140000305","571140","AfA Betr.Geschausst.","K11-140","14/57 Bilanzielle Abschreibungen","-89013.92","EUR","","1.40.00.03.05.01","2022","4099","8","5","expenditure","4000","0305"
"140000306","414100","Zuweisungen vom Land","K11-020","02/41 Zuwendungen und allgemeine Umlagen","10000.00","EUR","","1.40.00.03.06.01","2022","4099","8","4","revenue","4000","0306"
"140000306","416110","Aufl.SoPo a.Zuw.Land","K11-020","02/41 Zuwendungen und allgemeine Umlagen","40000.00","EUR","","1.40.00.03.06.01","2022","4099","8","4","revenue","4000","0306"
"140000306","431100","Verwaltungsgebühren","K11-040","04/43 Öffentlich-Rechtliche Leistungsentgelte","70000.00","EUR","","1.40.00.03.06.01","2022","4099","8","4","revenue","4000","0306"
"140000306","441100","Ertr. Mieten/Pachten","K11-050","05/44 Privatrechtliche Leistungsentgelte","4200.00","EUR","","1.40.00.03.06.01","2022","4099","8","4","revenue","4000","0306"
"140000306","446100","So. priv-r. Leist.e.","K11-050","05/44 Privatrechtliche Leistungsentgelte","22900.00","EUR","","1.40.00.03.06.01","2022","4099","8","4","revenue","4000","0306"
"140000306","448000","Erstatt. vom Bund","K11-060","06/41 Kostenerstattungen/-umlagen","30000.00","EUR","","1.40.00.03.06.01","2022","4099","8","4","revenue","4000","0306"
"140000306","448200","Erstatt. von Gemein.","K11-060","06/41 Kostenerstattungen/-umlagen","22900.00","EUR","","1.40.00.03.06.01","2022","4099","8","4","revenue","4000","0306"
"140000306","448800","Erstatt. von übr. B.","K11-060","06/41 Kostenerstattungen/-umlagen","5000.00","EUR","","1.40.00.03.06.01","2022","4099","8","4","revenue","4000","0306"
"140000306","459100","And.s.ordent.Erträge","K11-070","07/45 Sonstige ordentliche Erträge","50.00","EUR","","1.40.00.03.06.01","2022","4099","8","4","revenue","4000","0306"
"140000306","501901","Aufw.sonst.Besch.(z)","K11-110","11/50 Personalaufwendungen","-66000.00","EUR","","1.40.00.03.06.01","2022","4099","8","5","expenditure","4000","0306"
"140000306","525500","Unterh.son.bew.Verm.","K11-130","13/52 Aufwendungen für Sach-/Dienstleistungen","-7500.00","EUR","","1.40.00.03.06.01","2022","4099","8","5","expenditure","4000","0306"
"140000306","527110","Lernmittel LernFreiG","K11-130","13/52 Aufwendungen für Sach-/Dienstleistungen","-20000.00","EUR","","1.40.00.03.06.01","2022","4099","8","5","expenditure","4000","0306"
"140000306","527130","Wartung/Pfle.v.Softw","K11-130","13/52 Aufwendungen für Sach-/Dienstleistungen","-250.00","EUR","","1.40.00.03.06.01","2022","4099","8","5","expenditure","4000","0306"
"140000306","528000","Transportdienste","K11-130","13/52 Aufwendungen für Sach-/Dienstleistungen","-500.00","EUR","","1.40.00.03.06.01","2022","4099","8","5","expenditure","4000","0306"
"140000306","528010","Entsorgungskosten","K11-130","13/52 Aufwendungen für Sach-/Dienstleistungen","-4000.00","EUR","","1.40.00.03.06.01","2022","4099","8","5","expenditure","4000","0306"
"140000306","529120","Lebensm.zub/Catering","K11-130","13/52 Aufwendungen für Sach-/Dienstleistungen","-64000.00","EUR","","1.40.00.03.06.01","2022","4099","8","5","expenditure","4000","0306"
"140000306","531800","Aufw. Zusch. übr. B.","K11-150","15/53 Transferaufwendungen","-16500.00","EUR","","1.40.00.03.06.01","2022","4099","8","5","expenditure","4000","0306"
"140000306","541160","Dienst u.Schutzklei.","K11-160","16/54 Sonstige ordentliche Aufwendungen","-100.00","EUR","","1.40.00.03.06.01","2022","4099","8","5","expenditure","4000","0306"
"140000306","542900","Aufw.Inan.Rechte/Di.","K11-160","16/54 Sonstige ordentliche Aufwendungen","-7500.00","EUR","","1.40.00.03.06.01","2022","4099","8","5","expenditure","4000","0306"
"140000306","543120","Zeitungen u. Fachlit","K11-160","16/54 Sonstige ordentliche Aufwendungen","-6200.00","EUR","","1.40.00.03.06.01","2022","4099","8","5","expenditure","4000","0306"
"140000306","543160","So. Verbrauchsmat.","K11-160","16/54 Sonstige ordentliche Aufwendungen","-7500.00","EUR","","1.40.00.03.06.01","2022","4099","8","5","expenditure","4000","0306"
"140000310","448100","Erstatt. vom Land","K11-060","06/41 Kostenerstattungen/-umlagen","24450.00","EUR","","1.40.00.03.10.01","2022","4099","8","4","revenue","4000","0310"
"152000801","524150","Bewirt-aufw.: Wasser","K11-130","13/52 Aufwendungen für Sach-/Dienstleistungen","-100.00","EUR","","1.52.00.08.01.01","2022","5299","8","5","expenditure","5200","0801"
"152000801","525500","Unterh.son.bew.Verm.","K11-130","13/52 Aufwendungen für Sach-/Dienstleistungen","-1300.00","EUR","","1.52.00.08.01.01","2022","5299","8","5","expenditure","5200","0801"
"152000801","527130","Wartung/Pfle.v.Softw","K11-130","13/52 Aufwendungen für Sach-/Dienstleistungen","-27.00","EUR","","1.52.00.08.01.01","2022","5299","8","5","expenditure","5200","0801"
"152000801","531800","Aufw. Zusch. übr. B.","K11-150","15/53 Transferaufwendungen","-54000.00","EUR","","1.52.00.08.01.01","2022","5299","8","5","expenditure","5200","0801"
"152000801","541120","Aus u.Fortbild,Umsch","K11-160","16/54 Sonstige ordentliche Aufwendungen","-700.00","EUR","","1.52.00.08.01.01","2022","5299","8","5","expenditure","5200","0801"
"152000801","543130","Telekommunik. Leist.","K11-160","16/54 Sonstige ordentliche Aufwendungen","-70.00","EUR","","1.52.00.08.01.01","2022","5299","8","5","expenditure","5200","0801"
"152000801","543160","So. Verbrauchsmat.","K11-160","16/54 Sonstige ordentliche Aufwendungen","-16000.00","EUR","","1.52.00.08.01.01","2022","5299","8","5","expenditure","5200","0801"
"152000801","543180","Ausstattung bis 410E","K11-160","16/54 Sonstige ordentliche Aufwendungen","-1000.00","EUR","","1.52.00.08.01.01","2022","5299","8","5","expenditure","5200","0801"
"152000801","545100","Miete/Pacht/Erbbauz.","K11-160","16/54 Sonstige ordentliche Aufwendungen","-19459.58","EUR","","1.52.00.08.01.01","2022","5299","8","5","expenditure","5200","0801"
"152000801","416100","Aufl.SoPo a.Zuw.Bund","K11-020","02/41 Zuwendungen und allgemeine Umlagen","2405.16","EUR","","1.52.00.08.01.02","2022","5299","8","4","revenue","5200","0801"
"152000801","416110","Aufl.SoPo a.Zuw.Land","K11-020","02/41 Zuwendungen und allgemeine Umlagen","95938.64","EUR","","1.52.00.08.01.02","2022","5299","8","4","revenue","5200","0801"
"152000801","416180","Auf.SoPo a.Zus.üb.Be","K11-020","02/41 Zuwendungen und allgemeine Umlagen","200.00","EUR","","1.52.00.08.01.02","2022","5299","8","4","revenue","5200","0801"
"152000801","441100","Ertr. Mieten/Pachten","K11-050","05/44 Privatrechtliche Leistungsentgelte","415000.00","EUR","","1.52.00.08.01.02","2022","5299","8","4","revenue","5200","0801"
"152000801","521110","Unterh.Grundst,Gebäu","K11-130","13/52 Aufwendungen für Sach-/Dienstleistungen","-500.00","EUR","","1.52.00.08.01.02","2022","5299","8","5","expenditure","5200","0801"
"152000801","521120","Unterh.dBetriebsvorr","K11-130","13/52 Aufwendungen für Sach-/Dienstleistungen","-4000.00","EUR","","1.52.00.08.01.02","2022","5299","8","5","expenditure","5200","0801"
"152000801","525500","Unterh.son.bew.Verm.","K11-130","13/52 Aufwendungen für Sach-/Dienstleistungen","-3000.00","EUR","","1.52.00.08.01.02","2022","5299","8","5","expenditure","5200","0801"
"152000801","527130","Wartung/Pfle.v.Softw","K11-130","13/52 Aufwendungen für Sach-/Dienstleistungen","-27.00","EUR","","1.52.00.08.01.02","2022","5299","8","5","expenditure","5200","0801"
"152000801","529100","Aufw. f. so. Dienstl","K11-130","13/52 Aufwendungen für Sach-/Dienstleistungen","-100.00","EUR","","1.52.00.08.01.02","2022","5299","8","5","expenditure","5200","0801"
"152000801","541120","Aus u.Fortbild,Umsch","K11-160","16/54 Sonstige ordentliche Aufwendungen","-700.00","EUR","","1.52.00.08.01.02","2022","5299","8","5","expenditure","5200","0801"
"152000801","541130","Reisekosten","K11-160","16/54 Sonstige ordentliche Aufwendungen","-300.00","EUR","","1.52.00.08.01.02","2022","5299","8","5","expenditure","5200","0801"
"152000801","541160","Dienst u.Schutzklei.","K11-160","16/54 Sonstige ordentliche Aufwendungen","-14000.00","EUR","","1.52.00.08.01.02","2022","5299","8","5","expenditure","5200","0801"
"152000801","543120","Zeitungen u. Fachlit","K11-160","16/54 Sonstige ordentliche Aufwendungen","-70.00","EUR","","1.52.00.08.01.02","2022","5299","8","5","expenditure","5200","0801"
"152000801","543130","Telekommunik. Leist.","K11-160","16/54 Sonstige ordentliche Aufwendungen","-5000.00","EUR","","1.52.00.08.01.02","2022","5299","8","5","expenditure","5200","0801"
"152000801","543160","So. Verbrauchsmat.","K11-160","16/54 Sonstige ordentliche Aufwendungen","-21000.00","EUR","","1.52.00.08.01.02","2022","5299","8","5","expenditure","5200","0801"
"152000801","543170","Bewirtungskosten","K11-160","16/54 Sonstige ordentliche Aufwendungen","-8000.00","EUR","","1.52.00.08.01.02","2022","5299","8","5","expenditure","5200","0801"
"152000801","543180","Ausstattung bis 410E","K11-160","16/54 Sonstige ordentliche Aufwendungen","-7600.00","EUR","","1.52.00.08.01.02","2022","5299","8","5","expenditure","5200","0801"
"152000801","543190","Sonst. Geschäftsaufw","K11-160","16/54 Sonstige ordentliche Aufwendungen","-150.00","EUR","","1.52.00.08.01.02","2022","5299","8","5","expenditure","5200","0801"
"152000801","545100","Miete/Pacht/Erbbauz.","K11-160","16/54 Sonstige ordentliche Aufwendungen","-2000.00","EUR","","1.52.00.08.01.02","2022","5299","8","5","expenditure","5200","0801"
"152000801","571110","Abschr.a.Geb,Betrvor","K11-140","14/57 Bilanzielle Abschreibungen","-222757.81","EUR","","1.52.00.08.01.02","2022","5299","8","5","expenditure","5200","0801"
"152000801","571130","AfA Maschinen","K11-140","14/57 Bilanzielle Abschreibungen","-56640.00","EUR","","1.52.00.08.01.02","2022","5299","8","5","expenditure","5200","0801"
"152000801","571132","AfA Fahrzeuge","K11-140","14/57 Bilanzielle Abschreibungen","-51390.00","EUR","","1.52.00.08.01.02","2022","5299","8","5","expenditure","5200","0801"
"152000801","571140","AfA Betr.Geschausst.","K11-140","14/57 Bilanzielle Abschreibungen","-59018.33","EUR","","1.52.00.08.01.02","2022","5299","8","5","expenditure","5200","0801"
"152000802","416110","Aufl.SoPo a.Zuw.Land","K11-020","02/41 Zuwendungen und allgemeine Umlagen","160.00","EUR","","1.52.00.08.02.01","2022","5299","8","4","revenue","5200","0802"
"152000802","529100","Aufw. f. so. Dienstl","K11-130","13/52 Aufwendungen für Sach-/Dienstleistungen","-5824.08","EUR","","1.52.00.08.02.01","2022","5299","8","5","expenditure","5200","0802"
"152000802","531800","Aufw. Zusch. übr. B.","K11-150","15/53 Transferaufwendungen","-1470000.00","EUR","","1.52.00.08.02.01","2022","5299","8","5","expenditure","5200","0802"
"152000802","531801","IZ übrige Bereiche","K11-150","15/53 Transferaufwendungen","-100000.00","EUR","","1.52.00.08.02.01","2022","5299","8","5","expenditure","5200","0802"
"152000802","541120","Aus u.Fortbild,Umsch","K11-160","16/54 Sonstige ordentliche Aufwendungen","-700.00","EUR","","1.52.00.08.02.01","2022","5299","8","5","expenditure","5200","0802"
"152000802","541130","Reisekosten","K11-160","16/54 Sonstige ordentliche Aufwendungen","-300.00","EUR","","1.52.00.08.02.01","2022","5299","8","5","expenditure","5200","0802"
"140000310","448800","Erstatt. von übr. B.","K11-060","06/41 Kostenerstattungen/-umlagen","2050.00","EUR","","1.40.00.03.10.01","2022","4099","8","4","revenue","4000","0310"
"140000310","456100","Ordnungsrechtl.Ertr.","K11-070","07/45 Sonstige ordentliche Erträge","35000.00","EUR","","1.40.00.03.10.01","2022","4099","8","4","revenue","4000","0310"
"140000310","456200","Nebenford.Säumnisz.","K11-070","07/45 Sonstige ordentliche Erträge","300.00","EUR","","1.40.00.03.10.01","2022","4099","8","4","revenue","4000","0310"
"140000310","459100","And.s.ordent.Erträge","K11-070","07/45 Sonstige ordentliche Erträge","50.00","EUR","","1.40.00.03.10.01","2022","4099","8","4","revenue","4000","0310"
"140000310","529100","Aufw. f. so. Dienstl","K11-130","13/52 Aufwendungen für Sach-/Dienstleistungen","-78250.00","EUR","","1.40.00.03.10.01","2022","4099","8","5","expenditure","4000","0310"
"140000310","531800","Aufw. Zusch. übr. B.","K11-150","15/53 Transferaufwendungen","-45050.00","EUR","","1.40.00.03.10.01","2022","4099","8","5","expenditure","4000","0310"
"140000310","541130","Reisekosten","K11-160","16/54 Sonstige ordentliche Aufwendungen","-5000.00","EUR","","1.40.00.03.10.01","2022","4099","8","5","expenditure","4000","0310"
"140000310","543190","Sonst. Geschäftsaufw","K11-160","16/54 Sonstige ordentliche Aufwendungen","-605756.00","EUR","","1.40.00.03.10.01","2022","4099","8","5","expenditure","4000","0310"
"140000310","544112","Mitgliedsbeiträge","K11-160","16/54 Sonstige ordentliche Aufwendungen","-490.00","EUR","","1.40.00.03.10.01","2022","4099","8","5","expenditure","4000","0310"
"140000310","571140","AfA Betr.Geschausst.","K11-140","14/57 Bilanzielle Abschreibungen","-44.92","EUR","","1.40.00.03.10.01","2022","4099","8","5","expenditure","4000","0310"
"141600406","416110","Aufl.SoPo a.Zuw.Land","K11-020","02/41 Zuwendungen und allgemeine Umlagen","6000.00","EUR","","1.41.60.04.06.01","2022","4160","8","4","revenue","4160","0406"
"141600406","432100","Benutzungsgebühren","K11-040","04/43 Öffentlich-Rechtliche Leistungsentgelte","643853.75","EUR","","1.41.60.04.06.01","2022","4160","8","4","revenue","4160","0406"
"141600406","456540","Ertr. a. Festwerten","K11-070","07/45 Sonstige ordentliche Erträge","10000.00","EUR","","1.41.60.04.06.01","2022","4160","8","4","revenue","4160","0406"
"141600406","459100","And.s.ordent.Erträge","K11-070","07/45 Sonstige ordentliche Erträge","10000.00","EUR","","1.41.60.04.06.01","2022","4160","8","4","revenue","4160","0406"
"141600406","501900","Aufw. sonst. Besch.","K11-110","11/50 Personalaufwendungen","-2020.00","EUR","","1.41.60.04.06.01","2022","4160","8","5","expenditure","4160","0406"
"141600406","528000","Transportdienste","K11-130","13/52 Aufwendungen für Sach-/Dienstleistungen","-16339.77","EUR","","1.41.60.04.06.01","2022","4160","8","5","expenditure","4160","0406"
"141600406","529100","Aufw. f. so. Dienstl","K11-130","13/52 Aufwendungen für Sach-/Dienstleistungen","-8457.04","EUR","","1.41.60.04.06.01","2022","4160","8","5","expenditure","4160","0406"
"141600406","541130","Reisekosten","K11-160","16/54 Sonstige ordentliche Aufwendungen","-1234.65","EUR","","1.41.60.04.06.01","2022","4160","8","5","expenditure","4160","0406"
"141600406","542900","Aufw.Inan.Rechte/Di.","K11-160","16/54 Sonstige ordentliche Aufwendungen","-72200.00","EUR","","1.41.60.04.06.01","2022","4160","8","5","expenditure","4160","0406"
"141600406","543110","Büromaterial","K11-160","16/54 Sonstige ordentliche Aufwendungen","-249.40","EUR","","1.41.60.04.06.01","2022","4160","8","5","expenditure","4160","0406"
"141600406","543120","Zeitungen u. Fachlit","K11-160","16/54 Sonstige ordentliche Aufwendungen","-18519.75","EUR","","1.41.60.04.06.01","2022","4160","8","5","expenditure","4160","0406"
"141600406","543130","Telekommunik. Leist.","K11-160","16/54 Sonstige ordentliche Aufwendungen","-4364.49","EUR","","1.41.60.04.06.01","2022","4160","8","5","expenditure","4160","0406"
"141600406","543151","Presse-/Öff.arbeit","K11-160","16/54 Sonstige ordentliche Aufwendungen","-14198.47","EUR","","1.41.60.04.06.01","2022","4160","8","5","expenditure","4160","0406"
"141600406","543160","So. Verbrauchsmat.","K11-160","16/54 Sonstige ordentliche Aufwendungen","-13982.41","EUR","","1.41.60.04.06.01","2022","4160","8","5","expenditure","4160","0406"
"141600406","543170","Bewirtungskosten","K11-160","16/54 Sonstige ordentliche Aufwendungen","-1666.78","EUR","","1.41.60.04.06.01","2022","4160","8","5","expenditure","4160","0406"
"141600406","543180","Ausstattung bis 410E","K11-160","16/54 Sonstige ordentliche Aufwendungen","-3703.95","EUR","","1.41.60.04.06.01","2022","4160","8","5","expenditure","4160","0406"
"141600406","543190","Sonst. Geschäftsaufw","K11-160","16/54 Sonstige ordentliche Aufwendungen","-1234.65","EUR","","1.41.60.04.06.01","2022","4160","8","5","expenditure","4160","0406"
"141600406","544112","Mitgliedsbeiträge","K11-160","16/54 Sonstige ordentliche Aufwendungen","-1500.00","EUR","","1.41.60.04.06.01","2022","4160","8","5","expenditure","4160","0406"
"141600406","545200","Leasing","K11-160","16/54 Sonstige ordentliche Aufwendungen","-2963.16","EUR","","1.41.60.04.06.01","2022","4160","8","5","expenditure","4160","0406"
"141600406","549155","Aufw.Festw.Medienbe.","K11-160","16/54 Sonstige ordentliche Aufwendungen","-373657.00","EUR","","1.41.60.04.06.01","2022","4160","8","5","expenditure","4160","0406"
"141600406","571140","AfA Betr.Geschausst.","K11-140","14/57 Bilanzielle Abschreibungen","-9422.17","EUR","","1.41.60.04.06.01","2022","4160","8","5","expenditure","4160","0406"
"152000801","416110","Aufl.SoPo a.Zuw.Land","K11-020","02/41 Zuwendungen und allgemeine Umlagen","62600.00","EUR","","1.52.00.08.01.01","2022","5299","8","4","revenue","5200","0801"
"152000801","441100","Ertr. Mieten/Pachten","K11-050","05/44 Privatrechtliche Leistungsentgelte","45000.00","EUR","","1.52.00.08.01.01","2022","5299","8","4","revenue","5200","0801"
"152000801","501900","Aufw. sonst. Besch.","K11-110","11/50 Personalaufwendungen","-5000.00","EUR","","1.52.00.08.01.01","2022","5299","8","5","expenditure","5200","0801"
"152000801","521110","Unterh.Grundst,Gebäu","K11-130","13/52 Aufwendungen für Sach-/Dienstleistungen","-43500.00","EUR","","1.52.00.08.01.01","2022","5299","8","5","expenditure","5200","0801"
"152000801","521120","Unterh.dBetriebsvorr","K11-130","13/52 Aufwendungen für Sach-/Dienstleistungen","-29.55","EUR","","1.52.00.08.01.01","2022","5299","8","5","expenditure","5200","0801"
